zdid,,,lxid,,,ysfsbm,zdmc,,,,sfty,,station_code,station_telecode,station_shortname,
1307,NULL,NULL,1,NULL,NULL,1,元龙      ,NULL,NULL,NULL,0,NULL,39689,YLY,元,NULL
1308,NULL,NULL,1,NULL,NULL,1,天水      ,NULL,NULL,NULL,0,NULL,39701,TSJ,安,NULL
1309,NULL,NULL,1,NULL,NULL,1,南河川    ,NULL,NULL,NULL,0,NULL,39728,NHJ,南,NULL
1310,NULL,NULL,1,NULL,NULL,1,三阳川    ,NULL,NULL,NULL,0,NULL,39731,SYJ,三,NULL
1311,NULL,NULL,1,NULL,NULL,1,渭南镇    ,NULL,NULL,NULL,0,NULL,39734,WNJ,渭,NULL
1312,NULL,NULL,1,NULL,NULL,1,新阳镇    ,NULL,NULL,NULL,0,NULL,39737,XZJ,新,NULL
1313,NULL,NULL,1,NULL,NULL,1,甘谷      ,NULL,NULL,NULL,0,NULL,39746,GGJ,甘,NULL
1314,NULL,NULL,1,NULL,NULL,1,磐安镇    ,NULL,NULL,NULL,0,NULL,39752,PAJ,磐,NULL
1315,NULL,NULL,1,NULL,NULL,1,洛门      ,NULL,NULL,NULL,0,NULL,39755,LMJ,洛,NULL
1316,NULL,NULL,1,NULL,NULL,1,武山      ,NULL,NULL,NULL,0,NULL,39758,WSJ,武,NULL
1317,NULL,NULL,1,NULL,NULL,1,贺家店    ,NULL,NULL,NULL,0,NULL,39761,HJJ,贺,NULL
1318,NULL,NULL,1,NULL,NULL,1,鸳鸯镇    ,NULL,NULL,NULL,0,NULL,39764,YYJ,鸳,NULL
1319,NULL,NULL,1,NULL,NULL,1,陇西      ,NULL,NULL,NULL,0,NULL,39773,LXJ,陇,NULL
1320,NULL,NULL,1,NULL,NULL,1,云田乡    ,NULL,NULL,NULL,0,NULL,39797,YTJ,云,NULL
1321,NULL,NULL,1,NULL,NULL,1,通安驿    ,NULL,NULL,NULL,0,NULL,39806,TAJ,通,NULL
1322,NULL,NULL,1,NULL,NULL,1,定西      ,NULL,NULL,NULL,0,NULL,39821,DSJ,定,NULL
1323,NULL,NULL,1,NULL,NULL,1,李家坪    ,NULL,NULL,NULL,0,NULL,39833,LIJ,李,NULL
1324,NULL,NULL,1,NULL,NULL,1,甘草店    ,NULL,NULL,NULL,0,NULL,39842,GDJ,甘,NULL
1325,NULL,NULL,1,NULL,NULL,1,王家湾    ,NULL,NULL,NULL,0,NULL,39845,WJJ,王,NULL
1326,NULL,NULL,1,NULL,NULL,1,许家台    ,NULL,NULL,NULL,0,NULL,39848,XTJ,许,NULL
1327,NULL,NULL,1,NULL,NULL,1,夏官营    ,NULL,NULL,NULL,0,NULL,39851,XGJ,夏,NULL
1328,NULL,NULL,1,NULL,NULL,1,骆驼巷    ,NULL,NULL,NULL,0,NULL,39857,LTJ,骆,NULL
1329,NULL,NULL,1,NULL,NULL,1,桑园子    ,NULL,NULL,NULL,0,NULL,39860,SAJ,桑,NULL
1330,NULL,NULL,1,NULL,NULL,1,兰州      ,NULL,NULL,NULL,0,NULL,39872,LZJ,兰,NULL
1331,NULL,NULL,1,NULL,NULL,1,阎良      ,NULL,NULL,NULL,0,NULL,40019,YNY,阎,NULL
1332,NULL,NULL,1,NULL,NULL,1,何寨      ,NULL,NULL,NULL,0,NULL,40205,HRY,何,NULL
1333,NULL,NULL,1,NULL,NULL,1,蒲城东    ,NULL,NULL,NULL,0,NULL,40486,PEY,蒲,NULL
1334,NULL,NULL,1,NULL,NULL,1,西社      ,NULL,NULL,NULL,0,NULL,40487,XTY,西,NULL
1335,NULL,NULL,1,NULL,NULL,1,洛川东    ,NULL,NULL,NULL,0,NULL,40490,LRY,洛,NULL
1336,NULL,NULL,1,NULL,NULL,1,富县东    ,NULL,NULL,NULL,0,NULL,40491,FDY,富,NULL
1337,NULL,NULL,1,NULL,NULL,1,甘泉北    ,NULL,NULL,NULL,0,NULL,40492,GEY,甘,NULL
1338,NULL,NULL,1,NULL,NULL,1,延安      ,NULL,NULL,NULL,0,NULL,40493,YWY,延,NULL
1339,NULL,NULL,1,NULL,NULL,1,子长      ,NULL,NULL,NULL,0,NULL,40504,ZHY,子,NULL
1340,NULL,NULL,1,NULL,NULL,1,清涧县    ,NULL,NULL,NULL,0,NULL,40505,QNY,清,NULL
1341,NULL,NULL,1,NULL,NULL,1,绥德      ,NULL,NULL,NULL,0,NULL,40508,ODY,绥,NULL
1342,NULL,NULL,1,NULL,NULL,1,米脂      ,NULL,NULL,NULL,0,NULL,40509,MEY,米,NULL
1343,NULL,NULL,1,NULL,NULL,1,榆林      ,NULL,NULL,NULL,0,NULL,40512,ALY,榆,NULL
1344,NULL,NULL,1,NULL,NULL,1,大保当    ,NULL,NULL,NULL,0,NULL,40515,DDY,大,NULL
1345,NULL,NULL,1,NULL,NULL,1,神木西    ,NULL,NULL,NULL,0,NULL,40530,OUY,神,NULL
1346,NULL,NULL,1,NULL,NULL,1,西安南    ,NULL,NULL,NULL,0,NULL,40855,CAY,西,NULL
1347,NULL,NULL,1,NULL,NULL,1,营镇      ,NULL,NULL,NULL,0,NULL,40916,YTY,营,NULL
1348,NULL,NULL,1,NULL,NULL,1,柞水      ,NULL,NULL,NULL,0,NULL,40934,ZSY,柞,NULL
1349,NULL,NULL,1,NULL,NULL,1,镇安      ,NULL,NULL,NULL,0,NULL,40961,ZEY,镇,NULL
1350,NULL,NULL,1,NULL,NULL,1,小河镇    ,NULL,NULL,NULL,0,NULL,40997,EKY,小,NULL
1351,NULL,NULL,1,NULL,NULL,1,渭南南    ,NULL,NULL,NULL,0,NULL,41009,WVY,渭,NULL
1352,NULL,NULL,1,NULL,NULL,1,砚川      ,NULL,NULL,NULL,0,NULL,41016,YYY,砚,NULL
1353,NULL,NULL,1,NULL,NULL,1,旬阳北    ,NULL,NULL,NULL,0,NULL,41017,XBY,旬,NULL
1354,NULL,NULL,1,NULL,NULL,1,商洛      ,NULL,NULL,NULL,0,NULL,41019,OLY,商,NULL
1355,NULL,NULL,1,NULL,NULL,1,丹凤      ,NULL,NULL,NULL,0,NULL,41023,DGY,丹,NULL
1356,NULL,NULL,1,NULL,NULL,1,商南      ,NULL,NULL,NULL,0,NULL,41029,ONY,商,NULL
1357,NULL,NULL,1,NULL,NULL,1,西峡      ,NULL,NULL,NULL,0,NULL,41036,XIF,西,NULL
1358,NULL,NULL,1,NULL,NULL,1,内乡      ,NULL,NULL,NULL,0,NULL,41040,NXF,内,NULL
1359,NULL,NULL,1,NULL,NULL,1,镇平      ,NULL,NULL,NULL,0,NULL,41045,ZPF,镇,NULL
1360,NULL,NULL,1,NULL,NULL,1,南阳西    ,NULL,NULL,NULL,0,NULL,41047,NVF,南,NULL
1361,NULL,NULL,1,NULL,NULL,1,南阳东    ,NULL,NULL,NULL,0,NULL,41048,NDF,南,NULL
1362,NULL,NULL,1,NULL,NULL,1,唐河      ,NULL,NULL,NULL,0,NULL,41052,THF,唐,NULL
1363,NULL,NULL,1,NULL,NULL,1,桐柏      ,NULL,NULL,NULL,0,NULL,41059,TBF,桐,NULL
1364,NULL,NULL,1,NULL,NULL,1,罗山      ,NULL,NULL,NULL,0,NULL,41070,LRN,罗,NULL
1365,NULL,NULL,1,NULL,NULL,1,息县      ,NULL,NULL,NULL,0,NULL,41073,ENN,息,NULL
1366,NULL,NULL,1,NULL,NULL,1,叶集      ,NULL,NULL,NULL,0,NULL,41081,YCH,叶,NULL
1367,NULL,NULL,1,NULL,NULL,1,分路口    ,NULL,NULL,NULL,0,NULL,41085,FKH,分,NULL
1368,NULL,NULL,1,NULL,NULL,1,六安      ,NULL,NULL,NULL,0,NULL,41087,UAH,六,NULL
1369,NULL,NULL,1,NULL,NULL,1,长安集    ,NULL,NULL,NULL,0,NULL,41093,CYH,长,NULL
1370,NULL,NULL,1,NULL,NULL,1,商城      ,NULL,NULL,NULL,0,NULL,41095,SWN,商,NULL
1371,NULL,NULL,1,NULL,NULL,1,固始      ,NULL,NULL,NULL,0,NULL,41096,GXN,固,NULL
1372,NULL,NULL,1,NULL,NULL,1,千河      ,NULL,NULL,NULL,0,NULL,41099,QUY,千,NULL
1373,NULL,NULL,1,NULL,NULL,1,凤翔      ,NULL,NULL,NULL,0,NULL,41108,FOY,凤,NULL
1374,NULL,NULL,1,NULL,NULL,1,冯家山    ,NULL,NULL,NULL,0,NULL,41117,FJY,冯,NULL
1375,NULL,NULL,1,NULL,NULL,1,千阳      ,NULL,NULL,NULL,0,NULL,41126,QOY,千,NULL
1376,NULL,NULL,1,NULL,NULL,1,水沟      ,NULL,NULL,NULL,0,NULL,41135,SEY,水,NULL
1377,NULL,NULL,1,NULL,NULL,1,娘娘庙    ,NULL,NULL,NULL,0,NULL,41144,NNY,娘,NULL
1378,NULL,NULL,1,NULL,NULL,1,陇县      ,NULL,NULL,NULL,0,NULL,41153,LXY,陇,NULL
1379,NULL,NULL,1,NULL,NULL,1,史家铺    ,NULL,NULL,NULL,0,NULL,41162,SPY,史,NULL
1380,NULL,NULL,1,NULL,NULL,1,火烧寨    ,NULL,NULL,NULL,0,NULL,41171,HVY,火,NULL
1381,NULL,NULL,1,NULL,NULL,1,神峪河    ,NULL,NULL,NULL,0,NULL,41180,SRY,神,NULL
1382,NULL,NULL,1,NULL,NULL,1,安口窑    ,NULL,NULL,NULL,0,NULL,41198,AYY,安,NULL
1383,NULL,NULL,1,NULL,NULL,1,崇信      ,NULL,NULL,NULL,0,NULL,41207,CIJ,崇,NULL
1384,NULL,NULL,1,NULL,NULL,1,庙庄      ,NULL,NULL,NULL,0,NULL,41216,MZJ,庙,NULL
1385,NULL,NULL,1,NULL,NULL,1,平凉南    ,NULL,NULL,NULL,0,NULL,41234,POJ,平,NULL
1386,NULL,NULL,1,NULL,NULL,1,平凉      ,NULL,NULL,NULL,0,NULL,41243,PIJ,平,NULL
1387,NULL,NULL,1,NULL,NULL,1,新李      ,NULL,NULL,NULL,0,NULL,41252,XLJ,新,NULL
1388,NULL,NULL,1,NULL,NULL,1,三关口    ,NULL,NULL,NULL,0,NULL,41270,OKJ,三,NULL
1389,NULL,NULL,1,NULL,NULL,1,六盘山    ,NULL,NULL,NULL,0,NULL,41279,UPJ,六,NULL
1390,NULL,NULL,1,NULL,NULL,1,彭阳      ,NULL,NULL,NULL,0,NULL,41288,PYJ,彭,NULL
1391,NULL,NULL,1,NULL,NULL,1,固原      ,NULL,NULL,NULL,0,NULL,41306,GUJ,固,NULL
1392,NULL,NULL,1,NULL,NULL,1,沈家河    ,NULL,NULL,NULL,0,NULL,41315,OJJ,沈,NULL
1393,NULL,NULL,1,NULL,NULL,1,二营      ,NULL,NULL,NULL,0,NULL,41324,RYJ,二,NULL
1394,NULL,NULL,1,NULL,NULL,1,三营      ,NULL,NULL,NULL,0,NULL,41333,OEJ,三,NULL
1395,NULL,NULL,1,NULL,NULL,1,褚家湾    ,NULL,NULL,NULL,0,NULL,41342,CWJ,褚,NULL
1396,NULL,NULL,1,NULL,NULL,1,七营      ,NULL,NULL,NULL,0,NULL,41351,QYJ,七,NULL
1397,NULL,NULL,1,NULL,NULL,1,韩府湾    ,NULL,NULL,NULL,0,NULL,41352,HXJ,韩,NULL
1398,NULL,NULL,1,NULL,NULL,1,李旺      ,NULL,NULL,NULL,0,NULL,41360,VLJ,李,NULL
1399,NULL,NULL,1,NULL,NULL,1,土桥子    ,NULL,NULL,NULL,0,NULL,41369,TQJ,土,NULL
1400,NULL,NULL,1,NULL,NULL,1,王团庄    ,NULL,NULL,NULL,0,NULL,41378,WZJ,王,NULL
1401,NULL,NULL,1,NULL,NULL,1,同心      ,NULL,NULL,NULL,0,NULL,41387,TXJ,同,NULL
1402,NULL,NULL,1,NULL,NULL,1,石坝      ,NULL,NULL,NULL,0,NULL,41396,OBJ,石,NULL
1403,NULL,NULL,1,NULL,NULL,1,艾家村    ,NULL,NULL,NULL,0,NULL,41397,AJJ,艾,NULL
1404,NULL,NULL,1,NULL,NULL,1,长农      ,NULL,NULL,NULL,0,NULL,41405,CNJ,长,NULL
1405,NULL,NULL,1,NULL,NULL,1,中宁南    ,NULL,NULL,NULL,0,NULL,41414,ZNJ,中,NULL
1406,NULL,NULL,1,NULL,NULL,1,大战场    ,NULL,NULL,NULL,0,NULL,41423,DTJ,大,NULL
1407,NULL,NULL,1,NULL,NULL,1,宣和      ,NULL,NULL,NULL,0,NULL,41432,XWJ,宣,NULL
1408,NULL,NULL,1,NULL,NULL,1,兰州西    ,NULL,NULL,NULL,0,NULL,41492,LAJ,兰,NULL
1409,NULL,NULL,1,NULL,NULL,1,石板墩南  ,NULL,NULL,NULL,0,NULL,41494,SQR,石,NULL
1410,NULL,NULL,1,NULL,NULL,1,柳沟南    ,NULL,NULL,NULL,0,NULL,41496,LFJ,柳,NULL
1411,NULL,NULL,1,NULL,NULL,1,清泉南    ,NULL,NULL,NULL,0,NULL,41498,QNJ,清,NULL
1412,NULL,NULL,1,NULL,NULL,1,嘉峪关南  ,NULL,NULL,NULL,0,NULL,41501,JBJ,嘉,NULL
1413,NULL,NULL,1,NULL,NULL,1,酒泉南    ,NULL,NULL,NULL,0,NULL,41503,JNJ,酒,NULL
1414,NULL,NULL,1,NULL,NULL,1,清水北    ,NULL,NULL,NULL,0,NULL,41505,QEJ,清,NULL
1415,NULL,NULL,1,NULL,NULL,1,高台南    ,NULL,NULL,NULL,0,NULL,41507,GAJ,高,NULL
1416,NULL,NULL,1,NULL,NULL,1,临泽南    ,NULL,NULL,NULL,0,NULL,41509,LDJ,临,NULL
1417,NULL,NULL,1,NULL,NULL,1,张掖西    ,NULL,NULL,NULL,0,NULL,41511,ZEJ,张,NULL
1418,NULL,NULL,1,NULL,NULL,1,民乐      ,NULL,NULL,NULL,0,NULL,41513,MBJ,民,NULL
1419,NULL,NULL,1,NULL,NULL,1,军马场    ,NULL,NULL,NULL,0,NULL,41515,JEJ,军,NULL
1420,NULL,NULL,1,NULL,NULL,1,浩门      ,NULL,NULL,NULL,0,NULL,41516,HMO,浩,NULL
1421,NULL,NULL,1,NULL,NULL,1,门源      ,NULL,NULL,NULL,0,NULL,41517,MYO,门,NULL
1422,NULL,NULL,1,NULL,NULL,1,大通西    ,NULL,NULL,NULL,0,NULL,41519,DTO,大,NULL
1423,NULL,NULL,1,NULL,NULL,1,海东西    ,NULL,NULL,NULL,0,NULL,41521,HDO,海,NULL
1424,NULL,NULL,1,NULL,NULL,1,乐都南    ,NULL,NULL,NULL,0,NULL,41523,LVO,乐,NULL
1425,NULL,NULL,1,NULL,NULL,1,民和南    ,NULL,NULL,NULL,0,NULL,41525,MNO,民,NULL
1426,NULL,NULL,1,NULL,NULL,1,陈家湾西  ,NULL,NULL,NULL,0,NULL,41527,CJJ,陈,NULL
1427,NULL,NULL,1,NULL,NULL,1,陈官营    ,NULL,NULL,NULL,0,NULL,41543,CAJ,陈,NULL
1428,NULL,NULL,1,NULL,NULL,1,西固城    ,NULL,NULL,NULL,0,NULL,41546,XUJ,西,NULL
1429,NULL,NULL,1,NULL,NULL,1,坡底下    ,NULL,NULL,NULL,0,NULL,41555,PXJ,坡,NULL
1430,NULL,NULL,1,NULL,NULL,1,河口南    ,NULL,NULL,NULL,0,NULL,41558,HKJ,河,NULL
1431,NULL,NULL,1,NULL,NULL,1,龙泉寺    ,NULL,NULL,NULL,0,NULL,41579,UQJ,龙,NULL
1432,NULL,NULL,1,NULL,NULL,1,永登      ,NULL,NULL,NULL,0,NULL,41591,YDJ,永,NULL
1433,NULL,NULL,1,NULL,NULL,1,天祝      ,NULL,NULL,NULL,0,NULL,41606,TZJ,天,NULL
1434,NULL,NULL,1,NULL,NULL,1,打柴沟    ,NULL,NULL,NULL,0,NULL,41615,DGJ,打,NULL
1435,NULL,NULL,1,NULL,NULL,1,龙沟      ,NULL,NULL,NULL,0,NULL,41657,LGJ,龙,NULL
1436,NULL,NULL,1,NULL,NULL,1,古浪      ,NULL,NULL,NULL,0,NULL,41666,GLJ,古,NULL
1437,NULL,NULL,1,NULL,NULL,1,黄羊镇    ,NULL,NULL,NULL,0,NULL,41675,HYJ,黄,NULL
1438,NULL,NULL,1,NULL,NULL,1,武威南    ,NULL,NULL,NULL,0,NULL,41690,WWJ,武,NULL
1439,NULL,NULL,1,NULL,NULL,1,武威      ,NULL,NULL,NULL,0,NULL,41741,WUJ,武,NULL
1440,NULL,NULL,1,NULL,NULL,1,金昌      ,NULL,NULL,NULL,0,NULL,41780,JCJ,金,NULL
1441,NULL,NULL,1,NULL,NULL,1,玉石      ,NULL,NULL,NULL,0,NULL,41807,YSJ,玉,NULL
1442,NULL,NULL,1,NULL,NULL,1,芨岭      ,NULL,NULL,NULL,0,NULL,41813,JLJ,芨,NULL
1443,NULL,NULL,1,NULL,NULL,1,山丹      ,NULL,NULL,NULL,0,NULL,41840,SDJ,山,NULL
1444,NULL,NULL,1,NULL,NULL,1,张掖      ,NULL,NULL,NULL,0,NULL,41858,ZYJ,张,NULL
1445,NULL,NULL,1,NULL,NULL,1,平原堡    ,NULL,NULL,NULL,0,NULL,41885,PPJ,平,NULL
1446,NULL,NULL,1,NULL,NULL,1,临泽      ,NULL,NULL,NULL,0,NULL,41891,LEJ,临,NULL
1447,NULL,NULL,1,NULL,NULL,1,高台      ,NULL,NULL,NULL,0,NULL,41900,GTJ,高,NULL
1448,NULL,NULL,1,NULL,NULL,1,许三湾    ,NULL,NULL,NULL,0,NULL,41909,XSJ,许,NULL
1449,NULL,NULL,1,NULL,NULL,1,清水      ,NULL,NULL,NULL,0,NULL,41921,QUJ,清,NULL
1450,NULL,NULL,1,NULL,NULL,1,酒泉      ,NULL,NULL,NULL,0,NULL,41951,JQJ,酒,NULL
1451,NULL,NULL,1,NULL,NULL,1,嘉峪关    ,NULL,NULL,NULL,0,NULL,41957,JGJ,嘉,NULL
1452,NULL,NULL,1,NULL,NULL,1,低窝铺    ,NULL,NULL,NULL,0,NULL,42029,DWJ,低,NULL
1453,NULL,NULL,1,NULL,NULL,1,玉门      ,NULL,NULL,NULL,0,NULL,42035,YXJ,玉,NULL
1454,NULL,NULL,1,NULL,NULL,1,疏勒河    ,NULL,NULL,NULL,0,NULL,42044,SHJ,疏,NULL
1455,NULL,NULL,1,NULL,NULL,1,桥湾      ,NULL,NULL,NULL,0,NULL,42068,QVJ,桥,NULL
1456,NULL,NULL,1,NULL,NULL,1,柳沟      ,NULL,NULL,NULL,0,NULL,42074,LUJ,柳,NULL
1457,NULL,NULL,1,NULL,NULL,1,安北      ,NULL,NULL,NULL,0,NULL,42080,ABR,安,NULL
1458,NULL,NULL,1,NULL,NULL,1,柳园      ,NULL,NULL,NULL,0,NULL,42098,DHR,柳,NULL
1459,NULL,NULL,1,NULL,NULL,1,红柳河    ,NULL,NULL,NULL,0,NULL,42140,HHR,红,NULL
1460,NULL,NULL,1,NULL,NULL,1,山口      ,NULL,NULL,NULL,0,NULL,42164,SKR,山,NULL
1461,NULL,NULL,1,NULL,NULL,1,哈密      ,NULL,NULL,NULL,0,NULL,42188,HMR,哈,NULL
1462,NULL,NULL,1,NULL,NULL,1,哈密南    ,NULL,NULL,NULL,0,NULL,42191,HLR,哈,NULL
1463,NULL,NULL,1,NULL,NULL,1,哈密东    ,NULL,NULL,NULL,0,NULL,42194,HGR,哈,NULL
1464,NULL,NULL,1,NULL,NULL,1,火石泉    ,NULL,NULL,NULL,0,NULL,42209,HQR,火,NULL
1465,NULL,NULL,1,NULL,NULL,1,柳树泉    ,NULL,NULL,NULL,0,NULL,42224,LSR,柳,NULL
1466,NULL,NULL,1,NULL,NULL,1,了墩      ,NULL,NULL,NULL,0,NULL,42236,LDR,了,NULL
1467,NULL,NULL,1,NULL,NULL,1,十三间房  ,NULL,NULL,NULL,0,NULL,42266,SFR,十,NULL
1468,NULL,NULL,1,NULL,NULL,1,鄯善      ,NULL,NULL,NULL,0,NULL,42293,SSR,鄯,NULL
1469,NULL,NULL,1,NULL,NULL,1,七泉湖    ,NULL,NULL,NULL,0,NULL,42329,QHR,七,NULL
1470,NULL,NULL,1,NULL,NULL,1,吐鲁番    ,NULL,NULL,NULL,0,NULL,42341,TFR,吐,NULL
1471,NULL,NULL,1,NULL,NULL,1,达板城    ,NULL,NULL,NULL,0,NULL,42374,DCR,达,NULL
1472,NULL,NULL,1,NULL,NULL,1,乌鲁木齐南,NULL,NULL,NULL,0,NULL,42416,WMR,乌,NULL
1473,NULL,NULL,1,NULL,NULL,1,乌西      ,NULL,NULL,NULL,0,NULL,42428,WXR,乌,NULL
1474,NULL,NULL,1,NULL,NULL,1,玛纳斯    ,NULL,NULL,NULL,0,NULL,42500,MSR,玛,NULL
1475,NULL,NULL,1,NULL,NULL,1,石河子    ,NULL,NULL,NULL,0,NULL,42503,SZR,石,NULL
1476,NULL,NULL,1,NULL,NULL,1,沙湾县    ,NULL,NULL,NULL,0,NULL,42509,SXR,沙,NULL
1477,NULL,NULL,1,NULL,NULL,1,奎屯      ,NULL,NULL,NULL,0,NULL,42518,KTR,奎,NULL
1478,NULL,NULL,1,NULL,NULL,1,精河      ,NULL,NULL,NULL,0,NULL,42575,JHR,精,NULL
1479,NULL,NULL,1,NULL,NULL,1,博乐      ,NULL,NULL,NULL,0,NULL,42587,BOR,博,NULL
1480,NULL,NULL,1,NULL,NULL,1,阿拉山口  ,NULL,NULL,NULL,0,NULL,42593,AKR,阿,NULL
1481,NULL,NULL,1,NULL,NULL,1,吐鲁番北  ,NULL,NULL,NULL,0,NULL,42803,TAR,吐,NULL
1482,NULL,NULL,1,NULL,NULL,1,鄯善北    ,NULL,NULL,NULL,0,NULL,42805,SMR,鄯,NULL
1483,NULL,NULL,1,NULL,NULL,1,吐哈      ,NULL,NULL,NULL,0,NULL,42807,THR,吐,NULL
1484,NULL,NULL,1,NULL,NULL,1,柳园南    ,NULL,NULL,NULL,0,NULL,42809,LNR,柳,NULL
1485,NULL,NULL,1,NULL,NULL,1,鱼儿沟    ,NULL,NULL,NULL,0,NULL,42884,YGR,鱼,NULL
1486,NULL,NULL,1,NULL,NULL,1,焉耆      ,NULL,NULL,NULL,0,NULL,42977,YSR,焉,NULL
1487,NULL,NULL,1,NULL,NULL,1,库尔勒    ,NULL,NULL,NULL,0,NULL,42992,KLR,库,NULL
1488,NULL,NULL,1,NULL,NULL,1,轮台      ,NULL,NULL,NULL,0,NULL,43009,LAR,轮,NULL
1489,NULL,NULL,1,NULL,NULL,1,库车      ,NULL,NULL,NULL,0,NULL,43013,KCR,库,NULL
1490,NULL,NULL,1,NULL,NULL,1,新和      ,NULL,NULL,NULL,0,NULL,43014,XIR,新,NULL
1491,NULL,NULL,1,NULL,NULL,1,阿克苏    ,NULL,NULL,NULL,0,NULL,43021,ASR,阿,NULL
1492,NULL,NULL,1,NULL,NULL,1,金银川    ,NULL,NULL,NULL,0,NULL,43023,JCR,金,NULL
1493,NULL,NULL,1,NULL,NULL,1,柯坪      ,NULL,NULL,NULL,0,NULL,43024,KPR,柯,NULL
1494,NULL,NULL,1,NULL,NULL,1,巴楚      ,NULL,NULL,NULL,0,NULL,43026,BCR,巴,NULL
1495,NULL,NULL,1,NULL,NULL,1,阿图什    ,NULL,NULL,NULL,0,NULL,43030,ATR,阿,NULL
1496,NULL,NULL,1,NULL,NULL,1,喀什      ,NULL,NULL,NULL,0,NULL,43031,KSR,喀,NULL
1497,NULL,NULL,1,NULL,NULL,1,马兰      ,NULL,NULL,NULL,0,NULL,43097,MLR,马,NULL
1498,NULL,NULL,1,NULL,NULL,1,和硕      ,NULL,NULL,NULL,0,NULL,43099,VUR,和,NULL
1499,NULL,NULL,1,NULL,NULL,1,八盘峡    ,NULL,NULL,NULL,0,NULL,43415,BPJ,八,NULL
1500,NULL,NULL,1,NULL,NULL,1,张家祠    ,NULL,NULL,NULL,0,NULL,43427,ZCJ,张,NULL
1501,NULL,NULL,1,NULL,NULL,1,花庄      ,NULL,NULL,NULL,0,NULL,43433,HZJ,花,NULL
1502,NULL,NULL,1,NULL,NULL,1,水车湾    ,NULL,NULL,NULL,0,NULL,43442,SWJ,水,NULL
1503,NULL,NULL,1,NULL,NULL,1,海石湾    ,NULL,NULL,NULL,0,NULL,43445,HSO,海,NULL
1504,NULL,NULL,1,NULL,NULL,1,乐都      ,NULL,NULL,NULL,0,NULL,43478,LDO,乐,NULL
1505,NULL,NULL,1,NULL,NULL,1,平安驿    ,NULL,NULL,NULL,0,NULL,43490,PNO,平,NULL
1506,NULL,NULL,1,NULL,NULL,1,西宁      ,NULL,NULL,NULL,0,NULL,43502,XNO,西,NULL
1507,NULL,NULL,1,NULL,NULL,1,西宁西    ,NULL,NULL,NULL,0,NULL,43566,XXO,西,NULL
1508,NULL,NULL,1,NULL,NULL,1,湟源      ,NULL,NULL,NULL,0,NULL,43574,HNO,湟,NULL
1509,NULL,NULL,1,NULL,NULL,1,海晏      ,NULL,NULL,NULL,0,NULL,43586,HFO,海,NULL
1510,NULL,NULL,1,NULL,NULL,1,哈尔盖    ,NULL,NULL,NULL,0,NULL,43622,HRJ,哈,NULL
1511,NULL,NULL,1,NULL,NULL,1,刚察      ,NULL,NULL,NULL,0,NULL,43655,GCO,刚,NULL
1512,NULL,NULL,1,NULL,NULL,1,天峻      ,NULL,NULL,NULL,0,NULL,43679,TIO,天,NULL
1513,NULL,NULL,1,NULL,NULL,1,乌兰      ,NULL,NULL,NULL,0,NULL,43703,WIO,乌,NULL
1514,NULL,NULL,1,NULL,NULL,1,柯柯      ,NULL,NULL,NULL,0,NULL,43709,KKO,柯,NULL
1515,NULL,NULL,1,NULL,NULL,1,德令哈    ,NULL,NULL,NULL,0,NULL,43739,DHO,德,NULL
1516,NULL,NULL,1,NULL,NULL,1,饮马峡    ,NULL,NULL,NULL,0,NULL,43766,YRO,饮,NULL
1517,NULL,NULL,1,NULL,NULL,1,锡铁山    ,NULL,NULL,NULL,0,NULL,43769,XRO,锡,NULL
1518,NULL,NULL,1,NULL,NULL,1,察尔汗    ,NULL,NULL,NULL,0,NULL,43778,CRO,察,NULL
1519,NULL,NULL,1,NULL,NULL,1,拉萨      ,NULL,NULL,NULL,0,NULL,43783,LSO,拉,NULL
1520,NULL,NULL,1,NULL,NULL,1,格尔木    ,NULL,NULL,NULL,0,NULL,43787,GRO,格,NULL
1521,NULL,NULL,1,NULL,NULL,1,协荣      ,NULL,NULL,NULL,0,NULL,43916,ROO,协,NULL
1522,NULL,NULL,1,NULL,NULL,1,曲水县    ,NULL,NULL,NULL,0,NULL,43918,QSO,曲,NULL
1523,NULL,NULL,1,NULL,NULL,1,尼木      ,NULL,NULL,NULL,0,NULL,43922,NMO,尼,NULL
1524,NULL,NULL,1,NULL,NULL,1,仁布      ,NULL,NULL,NULL,0,NULL,43926,RUO,仁,NULL
1525,NULL,NULL,1,NULL,NULL,1,日喀则    ,NULL,NULL,NULL,0,NULL,43936,RKO,日,NULL
1526,NULL,NULL,1,NULL,NULL,1,沱沱河    ,NULL,NULL,NULL,0,NULL,43996,THO,沱,NULL
1527,NULL,NULL,1,NULL,NULL,1,安多      ,NULL,NULL,NULL,0,NULL,44032,ADO,安,NULL
1528,NULL,NULL,1,NULL,NULL,1,那曲      ,NULL,NULL,NULL,0,NULL,44047,NQO,那,NULL
1529,NULL,NULL,1,NULL,NULL,1,当雄      ,NULL,NULL,NULL,0,NULL,44062,DAO,当,NULL
1530,NULL,NULL,1,NULL,NULL,1,沁阳      ,NULL,NULL,NULL,0,NULL,44099,QYF,沁,NULL
1531,NULL,NULL,1,NULL,NULL,1,捏掌      ,NULL,NULL,NULL,0,NULL,44105,NZF,捏,NULL
1532,NULL,NULL,1,NULL,NULL,1,沁河北    ,NULL,NULL,NULL,0,NULL,44108,QBF,沁,NULL
